player,season,salary
Trayvon Palmer,2021/22,"$53,176"
Micah Potter,2021/22,"$53,176"
Ahmad Caver,2021/22,"$53,176"
Shaq Buchanan,2021/22,"$53,176"
Jon Teske,2021/22,"$53,176"
Aric Holman,2021/22,"$53,176"
Javin DeLaurier,2021/22,"$53,176"
Tyler Hall,2021/22,"$53,176"
Rob Edwards,2021/22,"$53,176"
Aleem Ford,2021/22,"$53,176"
MJ Walker,2021/22,"$53,176"
Jarron Cumberland,2021/22,"$53,176"
Cameron McGriff,2021/22,"$53,176"
Ade Murkey,2021/22,"$53,176"
Jaime Echenique,2021/22,"$53,176"
Jordan Goodwin,2021/22,"$53,176"
Jordan Schakel,2021/22,"$53,176"
Craig Sword,2021/22,"$53,176"
Luca Vildoza,2021/22,"$42,789"
Zavier Simpson,2021/22,"$37,223"
Mfiondu Kabengele,2021/22,"$19,186"
Melvin Frazier,2021/22,"$13,294"
Stephen Curry,2022/23,"$48,070,014"
John Wall,2022/23,"$47,366,760"
James Harden,2022/23,"$47,366,760"
Russell Westbrook,2022/23,"$47,063,478"
Kevin Durant,2022/23,"$44,119,845"
LeBron James,2022/23,"$44,474,988"
Paul George,2022/23,"$42,492,568"
Kawhi Leonard,2022/23,"$42,492,492"
Giannis Antetokounmpo,2022/23,"$42,492,492"
Damian Lillard,2022/23,"$42,492,492"
Klay Thompson,2022/23,"$40,600,080"
Jimmy Butler,2022/23,"$37,653,300"
Tobias Harris,2022/23,"$37,633,050"
Khris Middleton,2022/23,"$37,984,276"
Anthony Davis,2022/23,"$37,980,720"
Kyrie Irving,2022/23,"$36,934,550"
Kemba Walker,2022/23,"$36,596,549"
Rudy Gobert,2022/23,"$37,631,520"
Bradley Beal,2022/23,"$36,422,136"
Ben Simmons,2022/23,"$35,448,672"
Pascal Siakam,2022/23,"$35,448,672"
Jrue Holiday,2022/23,"$35,025,840"
Blake Griffin,2022/23,$0
Karl-Anthony Towns,2022/23,"$33,833,400"
Devin Booker,2022/23,"$33,833,400"
Kristaps Porzingis,2022/23,"$33,833,400"
Nikola Jokic,2022/23,"$33,616,770"
Andrew Wiggins,2022/23,"$33,616,770"
Joel Embiid,2022/23,"$33,616,770"
Kevin Love,2022/23,"$28,942,830"
CJ McCollum,2022/23,"$33,333,333"
Chris Paul,2022/23,"$28,400,000"
D'Angelo Russell,2022/23,"$31,377,750"
Gordon Hayward,2022/23,"$30,075,000"
Jamal Murray,2022/23,"$31,650,600"
Brandon Ingram,2022/23,"$31,650,600"
Jayson Tatum,2022/23,"$30,351,780"
Bam Adebayo,2022/23,"$30,351,780"
De'Aaron Fox,2022/23,"$30,351,780"
Donovan Mitchell,2022/23,"$30,351,780"
Al Horford,2022/23,"$26,500,000"
Kyle Lowry,2022/23,"$28,333,334"
Jaylen Brown,2022/23,"$28,741,071"
DeMar DeRozan,2022/23,"$27,300,000"
Draymond Green,2022/23,"$25,806,468"
Nikola Vucevic,2022/23,"$22,000,000"
Buddy Hield,2022/23,"$21,177,750"
John Collins,2022/23,"$23,500,000"
Julius Randle,2022/23,"$26,136,000"
Malcolm Brogdon,2022/23,"$22,600,000"
Tim Hardaway Jr,2022/23,"$19,602,273"
Mike Conley,2022/23,"$22,680,000"
Gary Harris,2022/23,$0
Danilo Gallinari,2022/23,"$21,450,000"
Harrison Barnes,2022/23,"$18,352,273"
Jerami Grant,2022/23,"$20,955,000"
Jarrett Allen,2022/23,"$20,000,000"
Fred VanVleet,2022/23,"$21,250,000"
Zach LaVine,2022/23,$0
Goran Dragic,2022/23,$0
Bojan Bogdanovic,2022/23,"$19,550,000"
Lonzo Ball,2022/23,"$19,534,884"
Clint Capela,2022/23,"$19,706,896"
Domantas Sabonis,2022/23,"$18,500,000"
Eric Gordon,2022/23,"$19,568,360"
Eric Bledsoe,2022/23,"$19,375,000"
Bogdan Bogdanovic,2022/23,"$18,000,000"
Myles Turner,2022/23,"$18,000,000"
Terry Rozier,2022/23,"$21,486,316"
Ricky Rubio,2022/23,$0
Caris LeVert,2022/23,"$18,796,296"
Jonathan Isaac,2022/23,"$17,400,000"
Joe Harris,2022/23,"$18,642,857"
Spencer Dinwiddie,2022/23,"$18,000,000"
Evan Fournier,2022/23,"$18,000,000"
Steven Adams,2022/23,"$17,926,829"
Markelle Fultz,2022/23,"$16,500,000"
Aaron Gordon,2022/23,"$19,690,909"
OG Anunoby,2022/23,"$17,357,143"
Gary Trent Jr,2022/23,"$17,280,000"
Davis Bertans,2022/23,"$16,000,000"
Lauri Markkanen,2022/23,"$16,475,454"
Derrick White,2022/23,"$16,892,857"
Duncan Robinson,2022/23,"$16,902,000"
Marcus Morris,2022/23,"$16,372,093"
Will Barton,2022/23,"$14,375,000"
Norman Powell,2022/23,"$16,758,621"
Dejounte Murray,2022/23,"$16,571,120"
Malik Beasley,2022/23,"$15,558,035"
Marcus Smart,2022/23,"$17,207,142"
Patrick Beverley,2022/23,"$13,000,000"
Thaddeus Young,2022/23,$0
Jonas Valanciunas,2022/23,"$14,700,000"
Doug McDermott,2022/23,"$13,750,000"
Christian Wood,2022/23,"$14,317,459"
Derrick Rose,2022/23,"$14,520,730"
Luke Kennard,2022/23,"$13,745,455"
Brook Lopez,2022/23,"$13,906,976"
Kentavious Caldwell-Pope,2022/23,"$14,004,703"
Joe Ingles,2022/23,$0
Kyle Kuzma,2022/23,"$13,000,000"
Taurean Prince,2022/23,$0
Robert Covington,2022/23,"$12,307,692"
TJ Warren,2022/23,$0
Deandre Ayton,2022/23,"$16,422,835"
Terrence Ross,2022/23,"$11,500,000"
Jordan Clarkson,2022/23,"$13,340,000"
Dillon Brooks,2022/23,"$11,400,000"
Kelly Olynyk,2022/23,"$12,804,878"
Nicolas Batum,2022/23,"$12,185,499"
Josh Hart,2022/23,"$12,960,000"
Kelly Oubre,2022/23,"$12,600,000"
Jusuf Nurkic,2022/23,$0
Josh Richardson,2022/23,"$12,196,094"
Marvin Bagley,2022/23,"$14,762,308"
DeAndre Jordan,2022/23,"$7,827,907"
Dwight Powell,2022/23,"$11,080,125"
Devonte Graham,2022/23,"$11,550,000"
Zion Williamson,2022/23,"$13,534,817"
Larry Nance Jr,2022/23,"$9,672,727"
Jeremy Lamb,2022/23,$0
Reggie Jackson,2022/23,"$11,215,260"
Richaun Holmes,2022/23,"$11,215,260"
Al-Farouq Aminu,2022/23,$0
Anthony Edwards,2022/23,"$10,733,400"
Luka Doncic,2022/23,"$36,600,000"
Cade Cunningham,2022/23,"$10,552,800"
Danny Green,2022/23,"$10,000,000"
Tomas Satoransky,2022/23,$0
Tristan Thompson,2022/23,$0
Kyle Anderson,2022/23,$0
Derrick Favors,2022/23,"$10,183,800"
Jae Crowder,2022/23,"$10,183,800"
Montrezl Harrell,2022/23,$0
Derrick Jones,2022/23,$0
Serge Ibaka,2022/23,$0
Ja Morant,2022/23,"$12,119,440"
Reggie Bullock,2022/23,"$10,012,800"
Alec Burks,2022/23,"$10,012,800"
Talen Horton-Tucker,2022/23,"$10,260,000"
Mason Plumlee,2022/23,"$9,080,417"
Jaren Jackson Jr,2022/23,"$28,946,605"
James Wiseman,2022/23,"$9,603,360"
Jalen Green,2022/23,"$9,441,840"
Maxi Kleber,2022/23,"$9,075,000"
De'Anthony Melton,2022/23,"$8,250,000"
Nerlens Noel,2022/23,"$9,240,000"
Royce O'Neale,2022/23,"$9,200,000"
Jakob Poeltl,2022/23,"$9,398,148"
Thomas Bryant,2022/23,$0
RJ Barrett,2022/23,"$10,900,634"
Alex Caruso,2022/23,"$9,030,000"
Delon Wright,2022/23,$0
Dario Saric,2022/23,"$9,240,000"
Monte Morris,2022/23,"$9,125,000"
Tyus Jones,2022/23,$0
Trae Young,2022/23,"$30,500,000"
Daniel Theis,2022/23,"$8,694,369"
LaMelo Ball,2022/23,"$8,623,920"
Seth Curry,2022/23,"$8,496,653"
JaMychal Green,2022/23,"$8,200,000"
Cedi Osman,2022/23,"$7,426,088"
Evan Mobley,2022/23,"$8,478,720"
De'Andre Hunter,2022/23,"$9,835,881"
DJ Augustin,2022/23,"$333,333"
Mo Bamba,2022/23,"$10,096,703"
Ivica Zubac,2022/23,"$7,518,518"
TJ McConnell,2022/23,"$8,100,000"
Rajon Rondo,2022/23,$0
Patrick Williams,2022/23,"$7,775,400"
Cory Joseph,2022/23,"$5,155,500"
Scottie Barnes,2022/23,"$7,644,600"
Darius Garland,2022/23,"$8,920,794"
Chris Boucher,2022/23,$0
PJ Tucker,2022/23,"$7,350,000"
Zach Collins,2022/23,"$7,350,000"
Wendell Carter,2022/23,"$14,150,000"
Juan Hernangomez,2022/23,"$7,419,505"
Isaac Okoro,2022/23,"$7,040,880"
Jalen Suggs,2022/23,"$6,922,320"
Cameron Payne,2022/23,"$6,000,000"
Joakim Noah,2022/23,$0
Jarrett Culver,2022/23,$0
Khem Birch,2022/23,"$6,667,500"
Collin Sexton,2022/23,"$8,559,356"
Onyeka Okongwu,2022/23,"$6,395,160"
Justin Holiday,2022/23,"$6,292,440"
Josh Giddey,2022/23,"$6,287,400"
Patrick Mills,2022/23,"$6,184,500"
Rudy Gay,2022/23,"$6,184,500"
Dennis Schroeder,2022/23,$0
Kevin Knox,2022/23,"$7,921,300"
Coby White,2022/23,"$7,413,955"
Timofey Mozgov,2022/23,$0
Killian Hayes,2022/23,"$5,837,760"
Mikal Bridges,2022/23,"$20,100,000"
Shai Gilgeous-Alexander,2022/23,"$30,500,000"
Jonathan Kuminga,2022/23,"$5,739,840"
Miles Bridges,2022/23,"$7,469,530"
Jaxson Hayes,2022/23,"$6,803,012"
Pat Connaughton,2022/23,"$5,728,393"
Kris Dunn,2022/23,$0
George Hill,2022/23,"$4,000,000"
Michael Porter,2022/23,"$29,750,000"
Dewayne Dedmon,2022/23,"$2,866,667"
Ryan Anderson,2022/23,$0
Hamidou Diallo,2022/23,"$5,200,000"
Kevon Looney,2022/23,$0
Troy Brown,2022/23,"$7,228,448"
Obi Toppin,2022/23,"$5,348,280"
Franz Wagner,2022/23,"$5,258,280"
Josh Jackson,2022/23,$0
Kendrick Nunn,2022/23,"$5,250,000"
Louis Williams,2022/23,$0
Luol Deng,2022/23,$0
Robin Lopez,2022/23,$0
JaVale McGee,2022/23,$0
Danuel House,2022/23,$0
Rui Hachimura,2022/23,"$6,263,188"
Garrett Temple,2022/23,"$5,155,500"
Taj Gibson,2022/23,"$5,155,500"
Torrey Craig,2022/23,"$5,121,951"
Bruce Brown,2022/23,$0
Deni Avdija,2022/23,"$4,916,160"
Donte DiVincenzo,2022/23,"$6,610,599"
Cam Reddish,2022/23,"$5,954,454"
David Nwaba,2022/23,"$5,022,000"
Furkan Korkmaz,2022/23,"$5,000,000"
Davion Mitchell,2022/23,"$4,833,600"
Ishmael Smith,2022/23,"$4,725,000"
Jeff Green,2022/23,"$4,500,000"
Bryn Forbes,2022/23,$0
Jalen Smith,2022/23,$0
Lonnie Walker,2022/23,"$6,319,683"
Cameron Johnson,2022/23,"$5,887,899"
Ziaire Williams,2022/23,"$4,591,680"
Bobby Portis,2022/23,"$4,564,980"
Moe Harkless,2022/23,"$4,564,980"
Kevin Huerter,2022/23,"$14,508,929"
Devin Vassell,2022/23,"$4,437,000"
Chandler Hutchison,2022/23,$0
Willie Cauley-Stein,2022/23,$0
PJ Washington,2022/23,"$5,808,435"
James Bouknight,2022/23,"$4,362,240"
Jevon Carter,2022/23,"$3,925,000"
Josh Okogie,2022/23,"$5,857,966"
Grayson Allen,2022/23,"$9,350,000"
Jarred Vanderbilt,2022/23,"$4,374,000"
Tyrese Haliburton,2022/23,"$4,215,120"
Tyler Herro,2022/23,"$5,722,116"
Dorian Finney-Smith,2022/23,"$12,402,000"
Terence Davis,2022/23,"$4,000,000"
Gorgui Dieng,2022/23,$0
Aaron Holiday,2022/23,"$5,791,701"
Josh Primo,2022/23,"$4,144,320"
Jake Layman,2022/23,$0
Anfernee Simons,2022/23,"$5,758,551"
Justise Winslow,2022/23,"$4,097,561"
Kira Lewis,2022/23,"$4,004,280"
Romeo Langford,2022/23,"$5,634,257"
Sekou Doumbouya,2022/23,$0
Landry Shamet,2022/23,"$9,500,000"
Chris Duarte,2022/23,"$3,936,960"
Alex Len,2022/23,"$3,918,600"
Robert Williams,2022/23,"$10,714,287"
Aaron Nesmith,2022/23,"$3,804,360"
Moses Moody,2022/23,"$3,740,160"
Boban Marjanovic,2022/23,"$3,500,000"
Mike Muscala,2022/23,"$3,500,000"
Cole Anthony,2022/23,"$3,613,680"
Corey Kispert,2022/23,"$3,552,840"
Luka Samanic,2022/23,$0
Georges Niang,2022/23,"$3,465,000"
Michael Carter-Williams,2022/23,$0
Isaiah Stewart,2022/23,"$3,433,320"
Chuma Okeke,2022/23,"$3,433,320"
Nickeil Alexander-Walker,2022/23,"$5,009,633"
Alperen Sengun,2022/23,"$3,375,360"
Facundo Campazzo,2022/23,$0
Jon Leuer,2022/23,$0
Trey Burke,2022/23,"$3,300,000"
Aleksej Pokusevski,2022/23,"$3,261,480"
Goga Bitadze,2022/23,"$4,765,339"
Trey Murphy,2022/23,"$3,206,520"
Sterling Brown,2022/23,"$3,000,000"
Frank Jackson,2022/23,"$3,150,000"
Josh Green,2022/23,"$3,098,400"
Tre Mann,2022/23,"$3,046,200"
Andrew Nicholson,2022/23,"$2,844,429"
Matisse Thybulle,2022/23,"$4,379,526"
Saddiq Bey,2022/23,"$2,959,080"
Kai Jones,2022/23,"$2,909,040"
Brandon Clarke,2022/23,"$4,343,919"
Precious Achiuwa,2022/23,"$2,840,160"
Marc Gasol,2022/23,$0
Jalen Johnson,2022/23,"$2,792,640"
LaMarcus Aldridge,2022/23,$0
James Johnson,2022/23,$0
Ed Davis,2022/23,$0
Andre Iguodala,2022/23,$0
Enes Kanter,2022/23,$0
Carmelo Anthony,2022/23,$0
Trevor Ariza,2022/23,$0
Avery Bradley,2022/23,$0
Wayne Ellington,2022/23,$0
Dwight Howard,2022/23,$0
Udonis Haslem,2022/23,$0
Markieff Morris,2022/23,$0
E'Twaun Moore,2022/23,$0
Paul Millsap,2022/23,$0
Grant Williams,2022/23,"$4,306,281"
Tyrese Maxey,2022/23,"$2,726,880"
Keon Johnson,2022/23,"$2,681,040"
Darius Bazley,2022/23,"$4,264,628"
Trey Lyles,2022/23,"$2,625,000"
Zeke Nnaji,2022/23,"$2,617,800"
Isaiah Jackson,2022/23,"$2,573,760"
Ty Jerome,2022/23,"$4,220,057"
Andre Drummond,2022/23,$0
Austin Rivers,2022/23,$0
Kent Bazemore,2022/23,$0
Hassan Whiteside,2022/23,$0
Otto Porter,2022/23,$0
Victor Oladipo,2022/23,$0
Tony Snell,2022/23,$0
Solomon Hill,2022/23,$0
Ben McLemore,2022/23,$0
Cody Zeller,2022/23,$0
Usman Garuba,2022/23,"$2,471,160"
Leandro Bolmaro,2022/23,"$2,471,160"
Willy Hernangomez,2022/23,"$2,443,581"
Edmond Sumner,2022/23,$0
Nassir Little,2022/23,"$4,171,548"
RJ Hampton,2022/23,"$2,412,840"
DeAndre Bembry,2022/23,$0
Josh Christopher,2022/23,"$2,372,160"
Monta Ellis,2022/23,$0
Drew Eubanks,2022/23,$0
Rodney Hood,2022/23,$0
Elfrid Payton,2022/23,$0
Dylan Windler,2022/23,"$4,037,277"
Immanuel Quickley,2022/23,"$2,316,240"
John Konchar,2022/23,"$2,300,000"
Quentin Grimes,2022/23,"$2,277,000"
Jordan Poole,2022/23,"$3,901,399"
Bol Bol,2022/23,$0
Keldon Johnson,2022/23,"$3,873,024"
Payton Pritchard,2022/23,"$2,239,200"
Jahlil Okafor,2022/23,$0
Bones Hyland,2022/23,"$2,201,520"
Nemanja Bjelica,2022/23,$0
Frank Kaminsky,2022/23,$0
Raul Neto,2022/23,$0
Udoka Azubuike,2022/23,"$2,174,880"
Jaden McDaniels,2022/23,"$2,161,440"
Malachi Flynn,2022/23,"$2,145,720"
DeMarcus Cousins,2022/23,$0
Cam Thomas,2022/23,"$2,138,160"
Desmond Bane,2022/23,"$2,130,240"
Jaden Springer,2022/23,"$2,125,200"
Day'Ron Sharpe,2022/23,"$2,109,480"
Jordan McLaughlin,2022/23,"$2,160,000"
Garrison Mathews,2022/23,"$2,000,000"
Jeremiah Robinson-Earl,2022/23,"$2,000,000"
Kenrich Williams,2022/23,"$2,000,000"
Theo Maledon,2022/23,"$1,900,000"
Abdel Nader,2022/23,$0
Santiago Aldama,2022/23,"$2,094,120"
Damian Jones,2022/23,$0
Wesley Matthews,2022/23,$0
Timothe Luwawu,2022/23,$0
Rodney McGruder,2022/23,$0
Moses Brown,2022/23,$0
Wesley Iwundu,2022/23,$0
Jose Alvarado,2022/23,"$1,563,518"
Damion Lee,2022/23,$0
PJ Dozier,2022/23,$0
Killian Tillie,2022/23,"$1,901,625"
Tyrell Terry,2022/23,"$1,782,621"
Larry Sanders,2022/23,$0
Carsen Edwards,2022/23,"$1,815,677"
Shake Milton,2022/23,"$1,997,718"
Jalen Brunson,2022/23,$0
Mitchell Robinson,2022/23,$0
Tony Bradley,2022/23,"$2,036,318"
Frank Ntilikina,2022/23,"$2,036,318"
Semi Ojeleye,2022/23,$0
Malik Monk,2022/23,$0
Dennis Smith,2022/23,$0
Didi Louzada,2022/23,"$1,876,222"
Kevin Porter,2022/23,"$3,217,631"
Jalen McDaniels,2022/23,"$1,930,681"
Terance Mann,2022/23,"$1,930,681"
Jaylen Nowell,2022/23,"$1,930,681"
Naz Reid,2022/23,"$1,930,681"
Isaiah Roby,2022/23,"$1,930,681"
Daniel Gafford,2022/23,"$1,930,681"
Nicolas Claxton,2022/23,$0
Cody Martin,2022/23,$0
Dean Wade,2022/23,"$1,930,681"
Vlatko Cancar,2022/23,$0
Bruno Fernando,2022/23,$0
Luguentz Dort,2022/23,"$1,930,681"
KZ Okpala,2022/23,$0
Eric Paschall,2022/23,$0
Chimezie Metu,2022/23,"$1,910,860"
Yuta Watanabe,2022/23,$0
Armoni Brooks,2022/23,"$1,752,638"
Thanasis Antetokounmpo,2022/23,"$1,878,720"
Keita Bates-Diop,2022/23,"$1,878,720"
Sviatoslav Mykhailiuk,2022/23,"$1,878,720"
Isaiah Hartenstein,2022/23,$0
Moritz Wagner,2022/23,"$1,878,720"
Isaac Bonga,2022/23,$0
Juan Toscano-Anderson,2022/23,$0
Oshae Brissett,2022/23,"$1,846,738"
Herb Jones,2022/23,"$1,785,000"
Gabriel Deck,2022/23,$0
Javonte Green,2022/23,"$1,815,677"
Max Strus,2022/23,"$1,815,677"
Gabe Vincent,2022/23,"$1,815,677"
Matt Thomas,2022/23,$0
Gary Payton II,2022/23,$0
Robert Woodard,2022/23,$0
Lance Stephenson,2022/23,$0
Deividas Sirvydis,2022/23,$0
Daniel Oturu,2022/23,$0
Kevin Pangos,2022/23,$0
Bismack Biyombo,2022/23,$0
Nick Richards,2022/23,"$1,782,621"
Lamar Stevens,2022/23,"$1,782,621"
KJ Martin,2022/23,"$1,782,621"
Xavier Tillman,2022/23,"$1,782,621"
Naji Marshall,2022/23,"$1,782,621"
Isaiah Joe,2022/23,"$1,782,621"
Paul Reed,2022/23,"$1,782,621"
Tre Jones,2022/23,"$1,782,621"
Vernon Carey,2022/23,"$1,782,621"
Jae'Sean Tate,2022/23,"$1,782,621"
Sam Merrill,2022/23,$0
Jordan Nwora,2022/23,$0
CJ Elleby,2022/23,$0
Elijah Hughes,2022/23,$0
Jahmi'us Ramsey,2022/23,$0
Anthony Gill,2022/23,$0
Isaiah Todd,2022/23,"$1,563,518"
Saben Lee,2022/23,"$1,752,638"
Omer Yurtseven,2022/23,"$1,752,638"
JR Smith,2022/23,$0
Stanley Johnson,2022/23,"$2,351,521"
Duane Washington Jr,2022/23,"$1,563,518"
Aaron Wiggins,2022/23,"$1,563,518"
Marquese Chriss,2022/23,"$2,193,920"
JT Thor,2022/23,"$1,563,518"
DeMarre Carroll,2022/23,$0
Jabari Parker,2022/23,$0
Alfonzo McKinnie,2022/23,$0
Zhaire Smith,2022/23,"$1,068,200"
Jason Preston,2022/23,"$1,563,518"
Isaiah Livers,2022/23,"$1,563,518"
Guerschon Yabusele,2022/23,$0
Denzel Valentine,2022/23,$0
Alize Johnson,2022/23,$0
Kyle Singler,2022/23,"$999,200"
Kelan Martin,2022/23,$0
Miye Oni,2022/23,$0
Ayo Dosunmu,2022/23,"$1,563,518"
Marko Simonovic,2022/23,"$1,563,518"
BJ Boston,2022/23,"$1,563,518"
Austin Reaves,2022/23,"$1,563,518"
Miles McBride,2022/23,"$1,563,518"
Vit Krejci,2022/23,"$1,563,518"
Charles Bassey,2022/23,"$1,563,518"
Greg Brown,2022/23,"$1,563,518"
Jock Landale,2022/23,"$1,563,518"
Jared Butler,2022/23,"$1,563,518"
Luka Garza,2022/23,"$1,563,518"
Dalano Banton,2022/23,"$1,563,518"
Daishen Nix,2022/23,"$1,563,518"
Isaiah Thomas,2022/23,$0
Terry Taylor,2022/23,"$1,563,518"
Mamadi Diakite,2022/23,$0
Caleb Martin,2022/23,"$1,576,305"
Brad Wanamaker,2022/23,$0
Luke Kornet,2022/23,$0
Wayne Selden,2022/23,$0
Gary Clark,2022/23,"$1,576,305"
Ryan Arcidiacono,2022/23,$0
Trendon Watford,2022/23,"$1,563,518"
Patrick Patterson,2022/23,$0
Devontae Cacok,2022/23,"$1,576,305"
Admiral Schofield,2022/23,"$1,576,305"
Ishmail Wainright,2022/23,"$1,701,305"
Shaun Livingston,2022/23,$0
Malik Fitts,2022/23,"$1,752,638"
Sam Hauser,2022/23,"$1,563,518"
Greg Monroe,2022/23,$0
Amir Coffey,2022/23,"$1,576,305"
Joe Wieskamp,2022/23,"$1,576,305"
Keifer Sykes,2022/23,"$1,563,518"
Haywood Highsmith,2022/23,"$1,752,638"
Nik Stauskas,2022/23,"$2,193,920"
Davon Reed,2022/23,"$1,576,305"
Wenyen Gabriel,2022/23,"$1,878,720"
Skylar Mays,2022/23,"$1,576,305"
Georgios Kalaitzakis,2022/23,$0
RJ Nembhard,2022/23,"$1,576,305"
Chris Silva,2022/23,$0
Kessler Edwards,2022/23,"$1,563,518"
Trent Forrest,2022/23,"$1,576,305"
Sharife Cooper,2022/23,"$1,576,305"
Brodric Thomas,2022/23,"$1,576,305"
David Duke,2022/23,"$1,576,305"
Arnoldas Kulboka,2022/23,"$1,576,305"
Scottie Lewis,2022/23,"$1,576,305"
Tyler Cook,2022/23,"$1,576,305"
Markus Howard,2022/23,"$1,576,305"
Jamorko Pickett,2022/23,"$1,576,305"
Sean Chris Smith,2022/23,"$1,576,305"
Chris Chiozza,2022/23,"$1,576,305"
Jay Scrubb,2022/23,"$1,576,305"
Yves Pons,2022/23,"$1,576,305"
Sandro Mamukelashvili,2022/23,"$1,576,305"
Nathan Knight,2022/23,"$1,576,305"
McKinley Wright,2022/23,"$1,576,305"
Jericho Sims,2022/23,"$1,576,305"
Ignas Brazdeikis,2022/23,"$1,576,305"
Keljin Blevins,2022/23,"$1,576,305"
Neemias Queta,2022/23,"$1,576,305"
Justin Champagnie,2022/23,"$1,576,305"
David Johnson,2022/23,"$1,576,305"
Joel Ayayi,2022/23,"$1,576,305"
Cassius Winston,2022/23,"$1,576,305"
Justin Anderson,2022/23,$0
Theo Pinson,2022/23,"$1,576,305"
Charlie Brown,2022/23,"$1,576,305"
James Ennis,2022/23,$0
Langston Galloway,2022/23,$0
Tim Frazier,2022/23,$0
Kyle Guy,2022/23,$0
Sam Dekker,2022/23,$0
Quinndary Weatherspoon,2022/23,$0
Brandon Goodwin,2022/23,"$1,576,305"
Malcolm Hill,2022/23,"$1,576,305"
Louis King,2022/23,$0
Justin Jackson,2022/23,$0
Shaquille Harrison,2022/23,$0
DJ Wilson,2022/23,$0
Jeff Dowtin,2022/23,$0
Trevelin Queen,2022/23,$0
Paul Watson,2022/23,$0
Myles Powell,2022/23,"$1,576,305"
Jontay Porter,2022/23,$0
Mason Jones,2022/23,"$1,576,305"
Eugene Omoruyi,2022/23,$0
Brandon Knight,2022/23,$0
Justin Robinson,2022/23,$0
Ja'Vonte Smart,2022/23,"$1,576,305"
Mychal Mulder,2022/23,$0
Tyler Johnson,2022/23,$0
Cassius Stanley,2022/23,$0
Zylan Cheatham,2022/23,$0
Devon Dotson,2022/23,$0
Marcus Garrett,2022/23,$0
Lindell Wigginton,2022/23,$0
Jay Huff,2022/23,$0
Olivier Sarr,2022/23,$0
Aaron Henry,2022/23,$0
Freddie Gillespie,2022/23,$0
JaQuori McLaughlin,2022/23,$0
Rayjon Tucker,2022/23,"$1,815,677"
Tacko Fall,2022/23,$0
Petr Cornelie,2022/23,$0
Juwan Morgan,2022/23,"$1,815,677"
Damyean Dotson,2022/23,$0
Xavier Moon,2022/23,$0
Tyrone Wallace,2022/23,$0
Norvel Pelle,2022/23,$0
Jaylen Hoard,2022/23,$0
Tremont Waters,2022/23,$0
Reggie Perry,2022/23,$0
Devin Cannady,2022/23,"$1,752,638"
Brandon Williams,2022/23,"$1,576,305"
Moses Wright,2022/23,$0
DeJon Jarreau,2022/23,$0
Dakota Mathias,2022/23,$0
Matt Mooney,2022/23,$0
Daulton Hommes,2022/23,$0
Grant Riller,2022/23,$0
Lindy Waters III,2022/23,"$1,576,305"
Joe Johnson,2022/23,$0
CJ Miles,2022/23,$0
Ersan Ilyasova,2022/23,$0
Darren Collison,2022/23,$0
Anthony Tolliver,2022/23,$0
Chaundee Brown,2022/23,$0
Xavier Sneed,2022/23,$0
Mario Chalmers,2022/23,$0
Anthony Lamb,2022/23,$0
Braxton Key,2022/23,$0
Troy Williams,2022/23,$0
Feron Hunt,2022/23,$0
Mac McClung,2022/23,$0
Matt Ryan,2022/23,$0
Emmanuel Mudiay,2022/23,$0
Carlik Jones,2022/23,$0
Hassani Gravett,2022/23,$0
Paris Bass,2022/23,$0
Jordan Bell,2022/23,$0
Cheick Diallo,2022/23,$0
DJ Stewart,2022/23,$0
Nate Hinton,2022/23,$0
Derrick Walton,2022/23,$0
DaQuan Jeffries,2022/23,$0
Justin James,2022/23,$0
Scotty Hopson,2022/23,$0
BJ Johnson,2022/23,$0
Jaylen Morris,2022/23,$0
Demetrius Jackson,2022/23,"$92,857"
Chris Clemons,2022/23,$0
Cameron Oliver,2022/23,$0
Malik Newman,2022/23,$0
George King,2022/23,$0
Jemerrio Jones,2022/23,$0
Emanuel Terry,2022/23,$0
Jared Harper,2022/23,$0
Gabriel Lundberg,2022/23,$0
Anthony Barber,2022/23,$0
Malik Ellison,2022/23,$0
Justin Tillman,2022/23,$0
Tre Scott,2022/23,$0
Jaysean Paige,2022/23,$0
Trayvon Palmer,2022/23,$0
Micah Potter,2022/23,$0
Ahmad Caver,2022/23,$0
Shaq Buchanan,2022/23,$0
Jon Teske,2022/23,$0
Aric Holman,2022/23,$0
Javin DeLaurier,2022/23,$0
Tyler Hall,2022/23,$0
Rob Edwards,2022/23,$0
Aleem Ford,2022/23,$0
MJ Walker,2022/23,$0
Jarron Cumberland,2022/23,$0
Cameron McGriff,2022/23,$0
Ade Murkey,2022/23,$0
Jaime Echenique,2022/23,$0
Jordan Goodwin,2022/23,$0
Jordan Schakel,2022/23,$0
Craig Sword,2022/23,$0
Luca Vildoza,2022/23,"$1,563,518"
Zavier Simpson,2022/23,$0
Mfiondu Kabengele,2022/23,$0
Melvin Frazier,2022/23,$0
Stephen Curry,2023/24,"$51,915,615"
John Wall,2023/24,$0
James Harden,2023/24,$0
Russell Westbrook,2023/24,$0
Kevin Durant,2023/24,"$47,649,433"
LeBron James,2023/24,$0
Paul George,2023/24,"$45,640,165"
Kawhi Leonard,2023/24,"$45,640,084"
Giannis Antetokounmpo,2023/24,"$45,640,084"
Damian Lillard,2023/24,"$45,640,084"
Klay Thompson,2023/24,"$43,219,440"
Jimmy Butler,2023/24,"$45,183,960"
